race_id,Name,Odds,FinishPosition,$2WinPay,$2PlacePay,$2ShowPay,ExactaPay,QuinellaPay,FieldSize,Track,RaceNum,Date,DistYrds,Surface,TrackCondition,ClassDescriptor,Purse,Weight,BettersToteProb,BettersToteProbRk,BettersToteProbDiff
85,HIRSCHBEIN,2.35,9,0,0,0,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,120,0.8395,3,-3.87E-02
85,CODY'S NOTES,15.1,4,0,0,0,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,120,0.8211,4,-0.0571
85,HARBOR KING,20.5,2,0,16.8,8.4,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,120,0.8127,5,-6.55E-02
85,SONNYANDPALLY,6,7,0,0,0,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,124,0.8071,6,-0.0711
85,MOMMA'S MARK,10.9,5,0,0,0,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,120,0.8782,1,0.0122
85,CLIFFS OF DOVER,2.5,3,0,0,3.6,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,122,0.7263,7,-0.1519
85,SIR MAURICE,62.75,8,0,0,0,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,113,0.5036,8,-0.3746
85,PAPA FREUD,87.25,10,0,0,0,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,124,0.3618,10,-0.5164
85,BATTLE OF EVERMORE,3.3,1,8.6,5.5,3.7,106,0,10,BEL,6,5/27/16,1870,t,FM,A,62000,122,0.866,2,-0.0122
86,CUADRANTE,5.3,4,0,0,0,20.8,0,6,BEL,7,5/27/16,1540,D,FT,C,40000,122,0.8587,2,-6.26E-02
86,OUTLASH,1.2,2,0,2.9,2.5,20.8,0,6,BEL,7,5/27/16,1540,D,FT,C,40000,122,0.7555,6,-0.1658
86,SUMMIT MOON,11.4,3,0,0,4.4,20.8,0,6,BEL,7,5/27/16,1540,D,FT,C,40000,120,0.9213,1,6.26E-02
86,BROLIC,2.7,1,7.4,3.3,2.5,20.8,0,6,BEL,7,5/27/16,1540,D,FT,C,40000,124,0.7844,5,-0.1369
86,MONGOLIAN KING,5,6,0,0,0,20.8,0,6,BEL,7,5/27/16,1540,D,FT,C,40000,124,0.8076,4,-0.1137
86,SOUND OF FREEDOM,15,5,0,0,0,20.8,0,6,BEL,7,5/27/16,1540,D,FT,C,40000,115,0.8176,3,-0.1037
87,MAY FLOWERS,26,8,0,0,0,26,0,8,BEL,8,5/27/16,1540,T,FM,A,77000,124,0.7317,7,-0.2064
87,ORTIGA (IRE),6,3,0,0,3.5,26,0,8,BEL,8,5/27/16,1540,T,FM,A,77000,124,0.8372,5,-0.1009
87,GIANT'S JEWEL,9.4,4,0,0,0,26,0,8,BEL,8,5/27/16,1540,T,FM,A,77000,124,0.8528,3,-8.53E-02
87,FAIR POINT,3.2,1,8.4,4.1,2.8,26,0,8,BEL,8,5/27/16,1540,T,FM,A,77000,124,0.8585,2,-7.96E-02
87,SUSIE'S A COWGIRL,9.2,7,0,0,0,26,0,8,BEL,8,5/27/16,1540,T,FM,A,77000,124,0.8456,4,-9.25E-02
87,QUAVER,1.85,2,0,3.3,2.6,26,0,8,BEL,8,5/27/16,1540,T,FM,A,77000,124,0.7846,6,-0.1535
87,SUMMER HOUSE,3.45,6,0,0,0,26,0,8,BEL,8,5/27/16,1540,T,FM,A,77000,124,0.9381,1,7.96E-02
