1,SCORCHER,7,5,0,0,0,EXA,124.8,QUI,68.8,10,ARP,7,11,5/28/16,5/7/16,1760,D,GD,C
1,BROTHER WESLEY,3.8,9,0,0,0,EXA,124.8,QUI,68.8,10,ARP,7,7,5/28/16,4/18/16,1760,D,GD,C
1,COOK INLET,7.6,10,0,0,0,EXA,124.8,QUI,68.8,10,ARP,7,5,5/28/16,4/9/16,1760,D,GD,C
1,REBELLIOUS DIANA,12.2,6,0,0,0,EXA,124.8,QUI,68.8,10,ARP,7,4,5/28/16,8/16/15,1760,D,GD,C
1,THUNDERCLAP NEWMAN,11,3,0,0,5.2,EXA,124.8,QUI,68.8,10,ARP,7,6,5/28/16,3/26/16,1760,D,GD,C
1,NEGRO PRIMERO,12.3,7,0,0,0,EXA,124.8,QUI,68.8,10,ARP,7,5,5/28/16,5/2/16,1760,D,GD,C
1,SHEPHERD'S PRIDE,3.5,8,0,0,0,EXA,124.8,QUI,68.8,10,ARP,7,7,5/28/16,4/16/16,1760,D,GD,C
1,KELSEY,15.1,8,0,0,0,EXA,972,QUI,300.8,11,ARP,8,6,5/28/16,1/22/16,1320,D,GD,N
1,SANDHILL LADY,4.1,3,0,0,4.4,EXA,972,QUI,300.8,11,ARP,8,3,5/28/16,12/13/15,1320,D,GD,N
1,SORTA SPECIAL,11.4,4,0,0,0,EXA,972,QUI,300.8,11,ARP,8,7,5/28/16,8/15/15,1320,D,GD,N
1,A J MARIE,4.4,11,0,0,0,EXA,972,QUI,300.8,11,ARP,8,7,5/28/16,8/15/15,1320,D,GD,N
1,LIGHTNING LADY,8.4,2,0,10.6,4.4,EXA,972,QUI,300.8,11,ARP,8,6,5/28/16,5/22/16,1320,D,GD,N
1,SUDIES STORM,19.4,9,0,0,0,EXA,972,QUI,300.8,11,ARP,8,8,5/28/16,4/17/16,1320,D,GD,N
1,SUPER ONE,38.9,1,79.8,52.8,9,EXA,972,QUI,300.8,11,ARP,8,5,5/28/16,4/3/16,1320,D,GD,N
1,GLOW GIRL,8.3,6,0,0,0,EXA,972,QUI,300.8,11,ARP,8,8,5/28/16,4/30/16,1320,D,GD,N
1,FAST PUFF,1.9,10,0,0,0,EXA,972,QUI,300.8,11,ARP,8,7,5/28/16,8/15/15,1320,D,GD,N
1,SPECIAL TASK,23.9,5,0,0,0,EXA,972,QUI,300.8,11,ARP,8,5,5/28/16,8/9/15,1320,D,GD,N
1,MS. BATTLEFIELD,21.2,7,0,0,0,EXA,972,QUI,300.8,11,ARP,8,4,5/28/16,4/24/16,1320,D,GD,N
1,TROPILUK,4.4,7,0,0,0,EXA,161.8,QUI,96.4,10,ARP,9,5,5/28/16,5/7/16,1760,D,GD,C
1,BERSHINSKY,12.3,2,0,12.4,6.8,EXA,161.8,QUI,96.4,10,ARP,9,9,5/28/16,5/8/16,1760,D,GD,C
1,DOMS TRICK,16.9,3,0,0,8.6,EXA,161.8,QUI,96.4,10,ARP,9,8,5/28/16,4/8/16,1760,D,GD,C
1,ONE HUNDRED PROOF,16,4,0,0,0,EXA,161.8,QUI,96.4,10,ARP,9,4,5/28/16,4/10/16,1760,D,GD,C
1,NO STADIUM,7.8,1,17.6,8.6,6.2,EXA,161.8,QUI,96.4,10,ARP,9,6,5/28/16,4/12/16,1760,D,GD,C
1,HANDSOME MAN,19.2,10,0,0,0,EXA,161.8,QUI,96.4,10,ARP,9,2,5/28/16,5/6/16,1760,D,GD,C
1,SUANCESONG,2,6,0,0,0,EXA,161.8,QUI,96.4,10,ARP,9,9,5/28/16,4/23/16,1760,D,GD,C
1,WILDER DAYS,6.2,5,0,0,0,EXA,161.8,QUI,96.4,10,ARP,9,4,5/28/16,4/25/16,1760,D,GD,C
1,SOLO APPROACH,40.3,9,0,0,0,EXA,161.8,QUI,96.4,10,ARP,9,7,5/28/16,5/1/16,1760,D,GD,C
1,LION'S PREY,3.6,8,0,0,0,EXA,161.8,QUI,96.4,10,ARP,9,4,5/28/16,3/30/16,1760,D,GD,C
1,HANNAH RUNNER,13.4,5,0,0,0,EXA,23.9,QUI,7.6,5,ASD,1,7,5/28/16,5/21/16,1210,D,GD,C
1,HEAVENLY LIONESS,0.2,2,0,2.1,2.1,EXA,23.9,QUI,7.6,5,ASD,1,6,5/28/16,5/13/16,1210,D,GD,C
